"id","client_id","hitdatetime","action","payment_amount"
474,593115,2021-11-14 12:31:21.000,choose-method,0.00
475,593115,2021-11-14 12:34:05.000,accept-method,0.00
476,593115,2021-11-14 12:36:37.000,make-payment,784.23
477,522354,2021-01-18 20:22:45.000,open-paystation,0.00
478,522354,2021-01-18 20:25:10.000,choose-method,0.00
479,522354,2021-01-18 20:26:18.000,accept-method,0.00
480,522354,2021-01-18 20:30:45.000,reject-payment,498.11
481,522354,2021-01-22 13:15:10.000,open-paystation,0.00
482,522354,2021-01-22 13:18:36.000,choose-method,0.00
483,522354,2021-01-22 13:19:49.000,accept-method,0.00
484,522354,2021-01-22 13:24:23.000,make-payment,480.60
485,522354,2021-01-26 05:25:59.000,open-paystation,0.00
486,522354,2021-01-26 05:29:02.000,choose-method,0.00
487,522354,2021-01-26 05:31:05.000,accept-method,0.00
488,522354,2021-01-26 05:35:28.000,make-payment,1412.35
489,392929,2021-10-14 16:48:19.000,open-paystation,0.00
490,392929,2021-10-14 16:50:23.000,choose-method,0.00
491,392929,2021-10-14 16:53:14.000,accept-method,0.00
492,392929,2021-10-14 16:55:01.000,make-payment,2814.45
493,392929,2021-10-18 10:14:59.000,open-paystation,0.00
494,392929,2021-10-18 10:18:47.000,choose-method,0.00
495,392929,2021-10-18 10:20:38.000,accept-method,0.00
496,392929,2021-10-18 10:25:19.000,make-payment,1242.26
497,392929,2021-10-27 20:22:39.000,open-paystation,0.00
498,392929,2021-10-27 20:24:54.000,choose-method,0.00
499,392929,2021-10-27 20:27:06.000,accept-method,0.00
500,392929,2021-10-27 20:28:41.000,make-payment,1026.95
501,132547,2021-05-23 19:05:45.000,open-paystation,0.00
502,132547,2021-05-23 19:08:50.000,choose-method,0.00
503,132547,2021-05-23 19:11:46.000,accept-method,0.00
504,132547,2021-05-23 19:14:02.000,reject-payment,676.96
505,428261,2021-02-08 12:09:50.000,open-paystation,0.00
506,428261,2021-02-08 12:14:33.000,choose-method,0.00
507,428261,2021-02-08 12:17:31.000,accept-method,0.00
508,428261,2021-02-08 12:22:14.000,make-payment,1869.78
509,369610,2021-12-17 15:39:56.000,open-paystation,0.00
510,369610,2021-12-17 15:43:14.000,choose-method,0.00
511,369610,2021-12-17 15:46:12.000,accept-method,0.00
512,369610,2021-12-17 15:47:27.000,make-payment,2641.67
513,369610,2021-12-18 06:45:47.000,open-paystation,0.00
514,369610,2021-12-18 06:49:54.000,choose-method,0.00
515,369610,2021-12-18 06:51:26.000,accept-method,0.00
516,369610,2021-12-18 06:55:55.000,make-payment,2744.84
517,347184,2021-08-06 20:01:53.000,open-paystation,0.00
518,347184,2021-08-06 20:06:39.000,choose-method,0.00
519,347184,2021-08-06 20:09:32.000,accept-method,0.00
520,347184,2021-08-06 20:13:04.000,reject-payment,1316.21
521,347184,2021-09-09 12:18:38.000,open-paystation,0.00
522,347184,2021-09-09 12:21:58.000,choose-method,0.00
523,347184,2021-09-09 12:24:44.000,accept-method,0.00
524,347184,2021-09-09 12:27:25.000,make-payment,1691.49
525,828527,2021-07-06 08:08:47.000,open-paystation,0.00
526,828527,2021-07-06 08:13:13.000,choose-method,0.00
527,828527,2021-07-06 08:15:28.000,accept-method,0.00
528,828527,2021-07-06 08:18:54.000,make-payment,2849.57
529,311479,2021-01-14 06:21:33.000,open-paystation,0.00
530,311479,2021-01-14 06:24:09.000,choose-method,0.00
531,311479,2021-01-14 06:25:50.000,accept-method,0.00
532,311479,2021-01-14 06:28:00.000,make-payment,991.68
533,220214,2021-01-03 21:34:27.000,open-paystation,0.00
534,220214,2021-01-03 21:37:10.000,choose-method,0.00
535,220214,2021-01-03 21:39:43.000,accept-method,0.00
536,220214,2021-01-03 21:43:27.000,make-payment,1990.43
537,719967,2021-01-29 19:12:39.000,open-paystation,0.00
538,719967,2021-01-29 19:14:42.000,choose-method,0.00
539,719967,2021-01-29 19:17:06.000,accept-method,0.00
540,719967,2021-01-29 19:21:38.000,reject-payment,1158.26
541,719967,2021-02-06 07:09:05.000,open-paystation,0.00
542,719967,2021-02-06 07:12:04.000,choose-method,0.00
543,719967,2021-02-06 07:13:31.000,accept-method,0.00
544,719967,2021-02-06 07:18:27.000,make-payment,1312.92
545,719967,2021-02-17 05:02:25.000,open-paystation,0.00
546,719967,2021-02-17 05:06:10.000,choose-method,0.00
547,719967,2021-02-17 05:07:13.000,accept-method,0.00
548,719967,2021-02-17 05:08:50.000,make-payment,161.18
549,719967,2021-02-22 15:12:26.000,open-paystation,0.00
550,719967,2021-02-22 15:14:41.000,choose-method,0.00
551,719967,2021-02-22 15:15:50.000,accept-method,0.00
552,719967,2021-02-22 15:17:34.000,make-payment,145.75
553,855837,2021-07-06 10:08:02.000,open-paystation,0.00
554,855837,2021-07-06 10:10:51.000,choose-method,0.00
555,855837,2021-07-06 10:12:01.000,accept-method,0.00
556,855837,2021-07-06 10:15:41.000,make-payment,1430.26
557,855837,2021-07-10 01:16:32.000,open-paystation,0.00
558,855837,2021-07-10 01:21:04.000,choose-method,0.00
559,855837,2021-07-10 01:22:51.000,accept-method,0.00
560,855837,2021-07-10 01:24:40.000,make-payment,2678.14
561,855837,2021-07-17 08:33:02.000,open-paystation,0.00
562,855837,2021-07-17 08:35:28.000,choose-method,0.00
563,855837,2021-07-17 08:38:19.000,accept-method,0.00
564,855837,2021-07-17 08:42:49.000,make-payment,646.15
565,855837,2021-07-29 23:04:41.000,open-paystation,0.00
566,855837,2021-07-29 23:09:04.000,choose-method,0.00
567,855837,2021-07-29 23:11:14.000,accept-method,0.00
568,855837,2021-07-29 23:16:06.000,make-payment,2358.72
569,222807,2021-02-25 21:28:47.000,open-paystation,0.00
570,222807,2021-02-25 21:31:18.000,choose-method,0.00
571,222807,2021-02-25 21:33:29.000,accept-method,0.00
572,222807,2021-02-25 21:35:20.000,make-payment,2703.61
573,222807,2021-03-03 19:32:15.000,open-paystation,0.00
574,222807,2021-03-03 19:36:23.000,choose-method,0.00
575,222807,2021-03-03 19:38:52.000,accept-method,0.00
576,222807,2021-03-03 19:40:18.000,reject-payment,1912.44
577,382643,2021-03-06 15:40:14.000,open-paystation,0.00
578,382643,2021-03-06 15:44:05.000,choose-method,0.00
579,382643,2021-03-06 15:46:32.000,accept-method,0.00
580,382643,2021-03-06 15:49:07.000,make-payment,1091.44
581,485368,2021-06-12 04:41:38.000,open-paystation,0.00
582,485368,2021-06-12 04:46:16.000,choose-method,0.00
583,485368,2021-06-12 04:48:56.000,accept-method,0.00
584,485368,2021-06-12 04:50:34.000,make-payment,2349.32
585,485368,2021-06-24 23:12:20.000,open-paystation,0.00
586,485368,2021-06-24 23:15:02.000,choose-method,0.00
587,485368,2021-06-24 23:17:56.000,accept-method,0.00
588,485368,2021-06-24 23:22:04.000,make-payment,480.85
589,485368,2021-06-26 23:48:11.000,open-paystation,0.00
590,485368,2021-06-26 23:51:32.000,choose-method,0.00
591,485368,2021-06-26 23:54:30.000,accept-method,0.00
592,485368,2021-06-26 23:58:36.000,make-payment,433.22
593,485368,2021-07-03 15:45:45.000,open-paystation,0.00
594,485368,2021-07-03 15:48:27.000,choose-method,0.00
595,485368,2021-07-03 15:51:04.000,accept-method,0.00
596,485368,2021-07-03 15:54:35.000,make-payment,2057.08
597,485368,2021-07-09 04:08:48.000,open-paystation,0.00
598,485368,2021-07-09 04:12:15.000,choose-method,0.00
599,485368,2021-07-09 04:13:30.000,accept-method,0.00
600,485368,2021-07-09 04:15:33.000,make-payment,1114.42
601,399420,2021-04-12 05:12:53.000,open-paystation,0.00
602,399420,2021-04-12 05:16:37.000,choose-method,0.00
603,399420,2021-04-12 05:18:52.000,accept-method,0.00
604,399420,2021-04-12 05:21:00.000,make-payment,1778.42
605,480905,2021-11-07 15:13:49.000,open-paystation,0.00
606,480905,2021-11-07 15:16:58.000,choose-method,0.00
607,480905,2021-11-07 15:18:13.000,accept-method,0.00
608,480905,2021-11-07 15:22:54.000,make-payment,1352.26
609,480905,2021-11-12 17:34:48.000,open-paystation,0.00
610,480905,2021-11-12 17:37:56.000,choose-method,0.00
611,480905,2021-11-12 17:39:48.000,accept-method,0.00
612,480905,2021-11-12 17:44:10.000,make-payment,1850.86
613,712702,2021-10-27 15:55:30.000,open-paystation,0.00
614,712702,2021-10-27 15:57:51.000,choose-method,0.00
615,712702,2021-10-27 16:00:46.000,accept-method,0.00
616,712702,2021-10-27 16:05:03.000,reject-payment,2723.91
617,712702,2021-11-03 04:20:59.000,open-paystation,0.00
618,712702,2021-11-03 04:24:24.000,choose-method,0.00
619,712702,2021-11-03 04:25:35.000,accept-method,0.00
620,712702,2021-11-03 04:28:19.000,make-payment,480.88
621,712702,2021-11-16 16:04:20.000,open-paystation,0.00
622,712702,2021-11-16 16:09:15.000,choose-method,0.00
623,712702,2021-11-16 16:11:56.000,accept-method,0.00
624,712702,2021-11-16 16:13:44.000,make-payment,2734.87
625,610936,2021-09-15 06:24:30.000,open-paystation,0.00
626,610936,2021-09-15 06:27:05.000,choose-method,0.00
627,610936,2021-09-15 06:28:30.000,accept-method,0.00
628,610936,2021-09-15 06:30:55.000,make-payment,2415.54
629,610936,2021-09-17 19:08:04.000,open-paystation,0.00
630,610936,2021-09-17 19:10:12.000,choose-method,0.00
631,610936,2021-09-17 19:12:58.000,accept-method,0.00
632,610936,2021-09-17 19:14:09.000,make-payment,2080.15
633,610936,2021-09-25 10:54:47.000,open-paystation,0.00
634,610936,2021-09-25 10:59:31.000,choose-method,0.00
635,610936,2021-09-25 11:01:24.000,accept-method,0.00
636,610936,2021-09-25 11:03:30.000,make-payment,2458.79
637,610936,2021-10-02 12:34:31.000,open-paystation,0.00
638,610936,2021-10-02 12:37:24.000,choose-method,0.00
639,610936,2021-10-02 12:39:18.000,accept-method,0.00
640,610936,2021-10-02 12:43:46.000,make-payment,518.12
641,712901,2021-12-15 11:18:48.000,open-paystation,0.00
642,712901,2021-12-15 11:23:27.000,choose-method,0.00
643,712901,2021-12-15 11:25:59.000,accept-method,0.00
644,712901,2021-12-15 11:29:02.000,reject-payment,291.11
645,263107,2021-02-23 16:58:05.000,open-paystation,0.00
646,263107,2021-02-23 17:00:28.000,choose-method,0.00
647,263107,2021-02-23 17:01:41.000,accept-method,0.00
648,263107,2021-02-23 17:06:18.000,reject-payment,1072.91
649,916524,2021-12-06 12:39:32.000,open-paystation,0.00
650,916524,2021-12-06 12:42:03.000,choose-method,0.00
651,916524,2021-12-06 12:44:41.000,accept-method,0.00
652,916524,2021-12-06 12:47:02.000,reject-payment,1985.10
653,893806,2021-05-08 05:16:09.000,open-paystation,0.00
654,893806,2021-05-08 05:19:32.000,choose-method,0.00
655,893806,2021-05-08 05:21:48.000,accept-method,0.00
656,893806,2021-05-08 05:23:42.000,make-payment,2918.24
657,893806,2021-05-10 22:13:23.000,open-paystation,0.00
658,893806,2021-05-10 22:15:41.000,choose-method,0.00
659,893806,2021-05-10 22:17:23.000,accept-method,0.00
660,893806,2021-05-10 22:20:43.000,make-payment,1336.10
661,128144,2021-08-10 02:35:01.000,open-paystation,0.00
662,128144,2021-08-10 02:37:25.000,choose-method,0.00
663,128144,2021-08-10 02:40:10.000,accept-method,0.00
664,128144,2021-08-10 02:42:08.000,make-payment,2100.62
665,128144,2021-08-19 20:11:47.000,open-paystation,0.00
666,128144,2021-08-19 20:14:46.000,choose-method,0.00
667,128144,2021-08-19 20:17:43.000,accept-method,0.00
668,128144,2021-08-19 20:22:14.000,make-payment,1237.62
669,128144,2021-08-28 05:21:24.000,open-paystation,0.00
670,128144,2021-08-28 05:26:18.000,choose-method,0.00
671,128144,2021-08-28 05:28:34.000,accept-method,0.00
672,128144,2021-08-28 05:29:51.000,make-payment,1401.95
673,579369,2021-09-16 17:55:24.000,open-paystation,0.00
674,579369,2021-09-16 17:59:04.000,choose-method,0.00
675,579369,2021-09-16 18:01:45.000,accept-method,0.00
676,579369,2021-09-16 18:03:29.000,reject-payment,2246.38
677,579369,2021-09-19 17:42:49.000,open-paystation,0.00
678,579369,2021-09-19 17:46:47.000,choose-method,0.00
679,579369,2021-09-19 17:48:12.000,accept-method,0.00
680,579369,2021-09-19 17:53:02.000,reject-payment,445.32
681,579369,2021-09-21 22:54:32.000,open-paystation,0.00
682,579369,2021-09-21 22:58:16.000,choose-method,0.00
683,579369,2021-09-21 22:59:51.000,accept-method,0.00
684,579369,2021-09-21 23:03:25.000,make-payment,1734.40
685,579369,2021-10-04 23:46:00.000,open-paystation,0.00
686,579369,2021-10-04 23:48:50.000,choose-method,0.00
687,579369,2021-10-04 23:50:46.000,accept-method,0.00
688,579369,2021-10-04 23:55:08.000,make-payment,1588.39
689,579369,2021-10-11 15:35:18.000,open-paystation,0.00
690,579369,2021-10-11 15:39:25.000,choose-method,0.00
691,579369,2021-10-11 15:41:33.000,accept-method,0.00
692,579369,2021-10-11 15:43:34.000,make-payment,2102.78
693,424388,2021-05-16 15:40:12.000,open-paystation,0.00
694,424388,2021-05-16 15:44:21.000,choose-method,0.00
695,424388,2021-05-16 15:45:39.000,accept-method,0.00
696,424388,2021-05-16 15:47:20.000,make-payment,263.53
697,424388,2021-05-21 17:26:47.000,open-paystation,0.00
698,424388,2021-05-21 17:29:05.000,choose-method,0.00
699,424388,2021-05-21 17:31:42.000,accept-method,0.00
700,424388,2021-05-21 17:36:03.000,make-payment,760.13
701,424388,2021-06-08 17:31:50.000,open-paystation,0.00
702,424388,2021-06-08 17:35:21.000,choose-method,0.00
703,424388,2021-06-08 17:37:57.000,accept-method,0.00
704,424388,2021-06-08 17:39:09.000,make-payment,1090.52
705,950427,2021-01-26 23:21:43.000,open-paystation,0.00
706,950427,2021-01-26 23:24:50.000,choose-method,0.00
707,950427,2021-01-26 23:26:35.000,accept-method,0.00
708,950427,2021-01-26 23:30:40.000,make-payment,1317.92
709,382596,2021-02-07 10:24:03.000,open-paystation,0.00
710,382596,2021-02-07 10:27:48.000,choose-method,0.00
711,382596,2021-02-07 10:30:45.000,accept-method,0.00
712,382596,2021-02-07 10:31:48.000,make-payment,2238.95
713,632642,2021-05-16 05:27:02.000,open-paystation,0.00
714,632642,2021-05-16 05:30:20.000,choose-method,0.00
715,632642,2021-05-16 05:32:30.000,accept-method,0.00
716,632642,2021-05-16 05:36:49.000,reject-payment,2492.59
717,632642,2021-05-29 13:01:19.000,open-paystation,0.00
718,632642,2021-05-29 13:04:01.000,choose-method,0.00
719,632642,2021-05-29 13:06:45.000,accept-method,0.00
720,632642,2021-05-29 13:08:20.000,make-payment,1885.03
721,632642,2021-05-31 15:49:07.000,open-paystation,0.00
722,632642,2021-05-31 15:51:10.000,choose-method,0.00
723,632642,2021-05-31 15:52:35.000,accept-method,0.00
724,632642,2021-05-31 15:57:20.000,make-payment,1599.41
725,756861,2021-08-30 10:57:51.000,open-paystation,0.00
726,756861,2021-08-30 11:02:26.000,choose-method,0.00
727,756861,2021-08-30 11:04:34.000,accept-method,0.00
728,756861,2021-08-30 11:07:44.000,reject-payment,384.26
729,130781,2021-12-10 08:39:01.000,open-paystation,0.00
730,130781,2021-12-10 08:43:18.000,choose-method,0.00
731,130781,2021-12-10 08:45:34.000,accept-method,0.00
732,130781,2021-12-10 08:47:57.000,make-payment,2142.01
733,130781,2021-12-16 13:19:27.000,open-paystation,0.00
734,130781,2021-12-16 13:21:30.000,choose-method,0.00
735,130781,2021-12-16 13:24:28.000,accept-method,0.00
736,130781,2021-12-16 13:26:57.000,make-payment,2558.28
737,130781,2021-12-31 21:34:29.000,open-paystation,0.00
738,130781,2021-12-31 21:36:37.000,choose-method,0.00
739,130781,2021-12-31 21:38:25.000,accept-method,0.00
740,130781,2021-12-31 21:42:55.000,make-payment,189.59
741,906165,2021-01-26 05:00:05.000,open-paystation,0.00
742,906165,2021-01-26 05:04:28.000,choose-method,0.00
743,906165,2021-01-26 05:06:49.000,accept-method,0.00
744,906165,2021-01-26 05:09:03.000,reject-payment,1144.78
745,906165,2021-01-28 16:59:45.000,open-paystation,0.00
746,906165,2021-01-28 17:02:52.000,choose-method,0.00
747,906165,2021-01-28 17:05:14.000,accept-method,0.00
748,906165,2021-01-28 17:06:23.000,make-payment,2252.98
749,906165,2021-01-30 02:17:37.000,open-paystation,0.00
750,906165,2021-01-30 02:22:35.000,choose-method,0.00
751,906165,2021-01-30 02:24:17.000,accept-method,0.00
752,906165,2021-01-30 02:26:39.000,make-payment,1413.31
753,125200,2021-04-10 22:21:06.000,open-paystation,0.00
754,125200,2021-04-10 22:23:21.000,choose-method,0.00
755,125200,2021-04-10 22:25:24.000,accept-method,0.00
756,125200,2021-04-10 22:27:51.000,make-payment,544.79
757,125200,2021-04-14 05:07:22.000,open-paystation,0.00
758,125200,2021-04-14 05:11:34.000,choose-method,0.00
759,125200,2021-04-14 05:13:49.000,accept-method,0.00
760,125200,2021-04-14 05:16:57.000,reject-payment,2170.49
761,125200,2021-04-27 12:13:54.000,open-paystation,0.00
762,125200,2021-04-27 12:18:43.000,choose-method,0.00
763,125200,2021-04-27 12:20:53.000,accept-method,0.00
764,125200,2021-04-27 12:23:31.000,make-payment,2999.18
765,125200,2021-04-29 01:45:33.000,open-paystation,0.00
766,125200,2021-04-29 01:50:14.000,choose-method,0.00
767,125200,2021-04-29 01:51:59.000,accept-method,0.00
768,125200,2021-04-29 01:55:36.000,make-payment,1041.31
769,781244,2021-07-25 01:36:21.000,open-paystation,0.00
770,781244,2021-07-25 01:38:31.000,choose-method,0.00
771,781244,2021-07-25 01:41:12.000,accept-method,0.00
772,781244,2021-07-25 01:45:56.000,make-payment,325.78
773,155633,2021-05-27 10:26:27.000,open-paystation,0.00
774,155633,2021-05-27 10:31:24.000,choose-method,0.00
775,155633,2021-05-27 10:32:30.000,accept-method,0.00
776,155633,2021-05-27 10:34:27.000,make-payment,1317.40
777,155633,2021-06-07 14:20:37.000,open-paystation,0.00
778,155633,2021-06-07 14:22:55.000,choose-method,0.00
779,155633,2021-06-07 14:25:07.000,accept-method,0.00
780,155633,2021-06-07 14:27:15.000,make-payment,2669.38
781,653600,2021-02-19 01:04:28.000,open-paystation,0.00
782,653600,2021-02-19 01:09:18.000,choose-method,0.00
783,653600,2021-02-19 01:11:13.000,accept-method,0.00
784,653600,2021-02-19 01:13:32.000,make-payment,1174.58
785,653600,2021-02-23 23:06:22.000,open-paystation,0.00
786,653600,2021-02-23 23:08:36.000,choose-method,0.00
787,653600,2021-02-23 23:10:12.000,accept-method,0.00
788,653600,2021-02-23 23:14:00.000,reject-payment,2942.53
789,653600,2021-03-06 04:35:35.000,open-paystation,0.00
790,653600,2021-03-06 04:39:20.000,choose-method,0.00
791,653600,2021-03-06 04:42:17.000,accept-method,0.00
792,653600,2021-03-06 04:44:03.000,make-payment,812.87
793,653600,2021-03-08 22:20:12.000,open-paystation,0.00
794,653600,2021-03-08 22:24:28.000,choose-method,0.00
795,653600,2021-03-08 22:27:24.000,accept-method,0.00
796,653600,2021-03-08 22:31:13.000,make-payment,1957.43
797,707729,2021-01-26 09:32:36.000,open-paystation,0.00
798,707729,2021-01-26 09:36:06.000,choose-method,0.00
799,707729,2021-01-26 09:38:39.000,accept-method,0.00
800,707729,2021-01-26 09:42:37.000,make-payment,995.60
801,707729,2021-02-01 02:25:52.000,open-paystation,0.00
802,707729,2021-02-01 02:28:17.000,choose-method,0.00
803,707729,2021-02-01 02:30:58.000,accept-method,0.00
804,707729,2021-02-01 02:35:42.000,reject-payment,2129.94
805,707729,2021-02-05 21:21:18.000,open-paystation,0.00
806,707729,2021-02-05 21:25:45.000,choose-method,0.00
807,707729,2021-02-05 21:27:20.000,accept-method,0.00
808,707729,2021-02-05 21:31:46.000,make-payment,444.67
809,707729,2021-02-10 22:52:34.000,open-paystation,0.00
810,707729,2021-02-10 22:57:11.000,choose-method,0.00
811,707729,2021-02-10 22:59:24.000,accept-method,0.00
812,707729,2021-02-10 23:02:28.000,reject-payment,790.90
813,707729,2021-02-24 14:04:45.000,open-paystation,0.00
814,707729,2021-02-24 14:08:31.000,choose-method,0.00
815,707729,2021-02-24 14:10:27.000,accept-method,0.00
816,707729,2021-02-24 14:14:04.000,make-payment,2639.62
817,707729,2021-03-03 03:51:31.000,open-paystation,0.00
818,707729,2021-03-03 03:54:28.000,choose-method,0.00
819,707729,2021-03-03 03:56:09.000,accept-method,0.00
820,707729,2021-03-03 04:00:21.000,reject-payment,1204.45
821,707729,2021-03-08 11:49:07.000,open-paystation,0.00
822,707729,2021-03-08 11:52:17.000,choose-method,0.00
823,707729,2021-03-08 11:54:31.000,accept-method,0.00
824,707729,2021-03-08 11:56:26.000,make-payment,1059.17
825,707729,2021-03-09 01:49:08.000,open-paystation,0.00
826,707729,2021-03-09 01:52:18.000,choose-method,0.00
827,707729,2021-03-09 01:55:05.000,accept-method,0.00
828,707729,2021-03-09 01:58:35.000,make-payment,362.85
829,532109,2021-01-28 14:18:14.000,open-paystation,0.00
830,532109,2021-01-28 14:22:23.000,choose-method,0.00
831,532109,2021-01-28 14:24:45.000,accept-method,0.00
832,532109,2021-01-28 14:26:29.000,make-payment,1085.77
833,716864,2021-10-12 03:59:28.000,open-paystation,0.00
834,716864,2021-10-12 04:03:45.000,choose-method,0.00
835,716864,2021-10-12 04:05:31.000,accept-method,0.00
836,716864,2021-10-12 04:07:22.000,make-payment,793.76
837,117785,2021-04-12 19:13:45.000,open-paystation,0.00
838,117785,2021-04-12 19:18:33.000,choose-method,0.00
839,117785,2021-04-12 19:20:28.000,accept-method,0.00
840,117785,2021-04-12 19:22:52.000,make-payment,1801.60
841,117785,2021-04-28 17:15:04.000,open-paystation,0.00
842,117785,2021-04-28 17:17:44.000,choose-method,0.00
843,117785,2021-04-28 17:20:13.000,accept-method,0.00
844,117785,2021-04-28 17:23:45.000,make-payment,1538.64
845,424209,2021-06-06 19:37:24.000,open-paystation,0.00
846,424209,2021-06-06 19:41:06.000,choose-method,0.00
847,424209,2021-06-06 19:43:34.000,accept-method,0.00
848,424209,2021-06-06 19:48:29.000,make-payment,177.17
849,424209,2021-06-10 14:22:31.000,open-paystation,0.00
850,424209,2021-06-10 14:27:10.000,choose-method,0.00
851,424209,2021-06-10 14:28:20.000,accept-method,0.00
852,424209,2021-06-10 14:31:50.000,make-payment,1170.74
853,178176,2021-09-18 22:54:12.000,open-paystation,0.00
854,178176,2021-09-18 22:58:02.000,choose-method,0.00
855,178176,2021-09-18 22:59:48.000,accept-method,0.00
856,178176,2021-09-18 23:03:18.000,make-payment,950.37
857,178176,2021-10-03 11:44:11.000,open-paystation,0.00
858,178176,2021-10-03 11:46:45.000,choose-method,0.00
859,178176,2021-10-03 11:48:11.000,accept-method,0.00
860,178176,2021-10-03 11:52:29.000,make-payment,2745.79
861,400566,2021-12-14 17:27:36.000,open-paystation,0.00
862,400566,2021-12-14 17:31:05.000,choose-method,0.00
863,400566,2021-12-14 17:32:41.000,accept-method,0.00
864,400566,2021-12-14 17:36:56.000,make-payment,2877.33
865,400566,2021-12-17 04:27:44.000,open-paystation,0.00
866,400566,2021-12-17 04:31:14.000,choose-method,0.00
867,400566,2021-12-17 04:33:36.000,accept-method,0.00
868,400566,2021-12-17 04:35:54.000,make-payment,1615.05
869,400566,2021-12-24 12:09:47.000,open-paystation,0.00
870,400566,2021-12-24 12:11:58.000,choose-method,0.00
871,400566,2021-12-24 12:14:47.000,accept-method,0.00
872,400566,2021-12-24 12:17:40.000,make-payment,1406.47
873,221050,2021-05-12 22:28:17.000,open-paystation,0.00
874,221050,2021-05-12 22:31:23.000,choose-method,0.00
875,221050,2021-05-12 22:33:28.000,accept-method,0.00
876,221050,2021-05-12 22:35:32.000,make-payment,2811.59
877,221050,2021-05-13 16:20:35.000,open-paystation,0.00
878,221050,2021-05-13 16:25:13.000,choose-method,0.00
879,221050,2021-05-13 16:27:24.000,accept-method,0.00
880,221050,2021-05-13 16:29:28.000,make-payment,2652.24
881,821538,2021-07-19 12:53:34.000,open-paystation,0.00
882,821538,2021-07-19 12:55:56.000,choose-method,0.00
883,821538,2021-07-19 12:57:17.000,accept-method,0.00
884,821538,2021-07-19 13:02:06.000,reject-payment,2759.63
885,821538,2021-07-24 12:20:45.000,open-paystation,0.00
886,821538,2021-07-24 12:24:23.000,choose-method,0.00
887,821538,2021-07-24 12:26:44.000,accept-method,0.00
888,821538,2021-07-24 12:28:03.000,make-payment,710.10
889,645444,2021-08-17 22:30:40.000,open-paystation,0.00
890,645444,2021-08-17 22:35:14.000,choose-method,0.00
891,645444,2021-08-17 22:38:01.000,accept-method,0.00
892,645444,2021-08-17 22:39:30.000,make-payment,1405.44
893,645444,2021-08-25 23:16:06.000,open-paystation,0.00
894,645444,2021-08-25 23:19:22.000,choose-method,0.00
895,645444,2021-08-25 23:21:59.000,accept-method,0.00
896,645444,2021-08-25 23:26:21.000,reject-payment,373.22
897,861065,2021-09-29 05:16:14.000,open-paystation,0.00
898,861065,2021-09-29 05:18:28.000,choose-method,0.00
899,861065,2021-09-29 05:19:37.000,accept-method,0.00
900,861065,2021-09-29 05:24:10.000,make-payment,645.16
901,861065,2021-10-08 21:36:49.000,open-paystation,0.00
902,861065,2021-10-08 21:39:11.000,choose-method,0.00
903,861065,2021-10-08 21:41:50.000,accept-method,0.00
904,861065,2021-10-08 21:43:27.000,make-payment,2413.01
905,861065,2021-10-17 11:37:20.000,open-paystation,0.00
906,861065,2021-10-17 11:39:44.000,choose-method,0.00
907,861065,2021-10-17 11:41:43.000,accept-method,0.00
908,861065,2021-10-17 11:45:02.000,reject-payment,1435.65
909,422213,2021-06-02 08:09:02.000,open-paystation,0.00
910,422213,2021-06-02 08:11:46.000,choose-method,0.00
911,422213,2021-06-02 08:14:23.000,accept-method,0.00
912,422213,2021-06-02 08:19:03.000,make-payment,1184.21
913,511647,2021-05-07 12:05:21.000,open-paystation,0.00
914,511647,2021-05-07 12:07:27.000,choose-method,0.00
915,511647,2021-05-07 12:08:33.000,accept-method,0.00
916,511647,2021-05-07 12:11:36.000,reject-payment,2946.86
917,511647,2021-05-15 03:54:20.000,open-paystation,0.00
918,511647,2021-05-15 03:58:53.000,choose-method,0.00
919,511647,2021-05-15 04:01:38.000,accept-method,0.00
920,511647,2021-05-15 04:03:49.000,reject-payment,2180.31
921,511647,2021-05-21 03:54:48.000,open-paystation,0.00
922,511647,2021-05-21 03:59:15.000,choose-method,0.00
923,511647,2021-05-21 04:02:03.000,accept-method,0.00
924,511647,2021-05-21 04:04:07.000,make-payment,2685.33
925,160034,2021-12-21 10:12:10.000,open-paystation,0.00
926,160034,2021-12-21 10:14:56.000,choose-method,0.00
927,160034,2021-12-21 10:16:42.000,accept-method,0.00
928,160034,2021-12-21 10:19:54.000,make-payment,949.53
929,196352,2021-04-13 20:40:41.000,open-paystation,0.00
930,196352,2021-04-13 20:43:13.000,choose-method,0.00
931,196352,2021-04-13 20:44:47.000,accept-method,0.00
932,196352,2021-04-13 20:47:45.000,make-payment,2061.00
933,196352,2021-04-21 14:01:24.000,open-paystation,0.00
934,196352,2021-04-21 14:04:35.000,choose-method,0.00
935,196352,2021-04-21 14:07:08.000,accept-method,0.00
936,196352,2021-04-21 14:10:32.000,make-payment,2213.57
937,368264,2021-01-26 12:38:55.000,open-paystation,0.00
938,368264,2021-01-26 12:42:09.000,choose-method,0.00
939,368264,2021-01-26 12:43:29.000,accept-method,0.00
940,368264,2021-01-26 12:46:41.000,make-payment,1616.41
941,368264,2021-02-02 22:51:41.000,open-paystation,0.00
942,368264,2021-02-02 22:56:25.000,choose-method,0.00
943,368264,2021-02-02 22:58:43.000,accept-method,0.00
944,368264,2021-02-02 23:02:57.000,make-payment,482.28
945,368264,2021-02-15 00:21:46.000,open-paystation,0.00
946,368264,2021-02-15 00:26:27.000,choose-method,0.00
947,368264,2021-02-15 00:27:28.000,accept-method,0.00
