"client_id","hitdatetime","action"
511647,2019-05-30 13:05:53.000,login
221050,2019-05-30 14:22:38.000,visit
123878,2019-05-30 14:45:39.000,visit
981868,2019-05-30 14:50:04.000,visit
196352,2019-05-30 15:36:42.000,visit
910843,2019-05-30 16:29:56.000,visit
764352,2019-05-30 17:38:25.000,visit
764352,2019-05-30 18:17:48.000,visit
625679,2019-05-30 19:30:27.000,visit
424388,2019-05-30 21:50:40.000,visit
549044,2019-05-30 22:34:29.000,visit
924657,2019-05-31 00:24:25.000,visit
405252,2019-05-31 01:08:24.000,visit
537441,2019-05-31 01:38:54.000,visit
125200,2019-05-31 03:05:17.000,visit
424388,2019-05-31 04:14:55.000,visit
537441,2019-05-31 04:18:16.000,login
620946,2019-05-31 05:12:36.000,visit
871406,2019-05-31 05:59:10.000,visit
160663,2019-05-31 07:21:51.000,visit
427407,2019-05-31 08:05:00.000,visit
643388,2019-05-31 09:10:04.000,visit
638073,2019-05-31 11:03:55.000,login
838294,2019-05-31 11:09:33.000,visit
772215,2019-05-31 13:04:23.000,visit
348529,2019-05-31 14:51:50.000,login
132547,2019-05-31 15:34:29.000,visit
893806,2019-05-31 17:31:33.000,login
764352,2019-05-31 19:31:52.000,visit
123878,2019-05-31 19:32:15.000,visit
199942,2019-05-31 20:18:01.000,visit
894626,2019-05-31 21:41:52.000,visit
221050,2019-05-31 22:26:17.000,login
511647,2019-05-31 23:22:28.000,visit
620946,2019-05-31 23:32:11.000,visit
155633,2019-06-01 00:39:25.000,visit
871406,2019-06-01 05:33:37.000,registration
155633,2019-06-01 07:10:44.000,visit
427407,2019-06-01 08:17:14.000,registration
893806,2019-06-01 09:13:32.000,visit
632642,2019-06-01 10:11:26.000,login
227327,2019-06-01 11:27:13.000,visit
737290,2019-06-01 11:51:05.000,visit
652392,2019-06-01 12:05:47.000,login
694592,2019-06-01 12:24:54.000,visit
101838,2019-06-01 13:42:38.000,visit
893806,2019-06-01 14:18:14.000,visit
422213,2019-06-01 14:42:11.000,visit
221050,2019-06-01 16:17:35.000,login
981868,2019-06-01 18:23:44.000,visit
638073,2019-06-01 22:32:14.000,visit
652392,2019-06-01 23:08:27.000,visit
129298,2019-06-02 00:14:51.000,login
424388,2019-06-02 02:04:05.000,visit
764352,2019-06-02 03:51:24.000,login
786664,2019-06-02 03:52:06.000,visit
424388,2019-06-02 04:57:13.000,visit
427407,2019-06-02 06:40:58.000,login
199942,2019-06-02 13:13:08.000,visit
694592,2019-06-02 14:38:20.000,visit
652392,2019-06-02 15:06:08.000,visit
981868,2019-06-02 15:50:00.000,visit
632642,2019-06-02 17:18:30.000,visit
871406,2019-06-02 18:17:19.000,visit
348529,2019-06-02 20:23:20.000,visit
837774,2019-06-02 20:29:27.000,visit
132547,2019-06-02 22:40:05.000,registration
704287,2019-06-03 00:17:17.000,visit
451033,2019-06-03 01:36:34.000,visit
894626,2019-06-03 03:07:45.000,visit
511647,2019-06-03 03:53:20.000,login
422213,2019-06-03 03:53:37.000,login
129298,2019-06-03 06:09:42.000,visit
537441,2019-06-03 07:00:22.000,login
549044,2019-06-03 07:16:51.000,visit
511456,2019-06-03 10:06:05.000,visit
643388,2019-06-03 10:19:33.000,visit
924657,2019-06-03 10:24:40.000,visit
549044,2019-06-03 10:53:42.000,visit
259582,2019-06-03 11:21:39.000,visit
638073,2019-06-03 11:49:04.000,login
227327,2019-06-03 12:55:10.000,visit
132547,2019-06-03 14:00:51.000,visit
800876,2019-06-03 14:17:38.000,login
374356,2019-06-03 16:41:27.000,visit
427407,2019-06-03 19:26:20.000,visit
255008,2019-06-03 19:54:52.000,visit
837774,2019-06-03 22:51:59.000,login
117785,2019-06-03 23:39:12.000,visit
160663,2019-06-04 03:17:39.000,visit
259582,2019-06-04 03:48:44.000,visit
632642,2019-06-04 05:25:02.000,login
649690,2019-06-04 05:54:40.000,visit
511647,2019-06-04 06:04:20.000,visit
474378,2019-06-04 07:45:59.000,visit
947308,2019-06-04 07:55:17.000,visit
800876,2019-06-04 09:57:39.000,visit
893806,2019-06-04 10:57:26.000,visit
101838,2019-06-04 11:02:57.000,visit
625679,2019-06-04 11:51:08.000,visit
871406,2019-06-04 14:04:18.000,visit
424388,2019-06-04 15:37:12.000,login
649690,2019-06-04 17:22:45.000,visit
427407,2019-06-04 17:29:52.000,visit
199942,2019-06-04 18:40:24.000,registration
581436,2019-06-04 19:07:34.000,visit
583736,2019-06-05 00:46:31.000,visit
132547,2019-06-05 00:52:52.000,login
632642,2019-06-05 03:21:01.000,visit
871406,2019-06-05 03:21:45.000,visit
764352,2019-06-05 06:30:33.000,login
125200,2019-06-05 07:24:06.000,visit
221050,2019-06-05 08:39:36.000,visit
772215,2019-06-05 12:32:05.000,visit
838294,2019-06-05 13:49:41.000,visit
800876,2019-06-05 16:36:07.000,login
259582,2019-06-05 18:43:49.000,visit
123878,2019-06-05 18:53:54.000,visit
910843,2019-06-05 19:12:01.000,visit
549044,2019-06-05 20:24:58.000,visit
474378,2019-06-05 21:30:09.000,visit
632642,2019-06-05 22:13:55.000,visit
871406,2019-06-06 02:33:33.000,visit
632642,2019-06-06 03:08:36.000,login
155633,2019-06-06 03:43:15.000,registration
129298,2019-06-06 04:54:20.000,visit
374356,2019-06-06 05:47:38.000,visit
117785,2019-06-06 07:40:50.000,visit
511647,2019-06-06 08:01:10.000,visit
764352,2019-06-06 08:38:45.000,visit
643388,2019-06-06 08:54:47.000,visit
649951,2019-06-06 12:36:15.000,visit
786664,2019-06-06 14:32:21.000,visit
638073,2019-06-06 14:52:15.000,visit
871406,2019-06-06 15:31:17.000,login
737290,2019-06-06 17:16:29.000,visit
424388,2019-06-06 18:11:35.000,login
474378,2019-06-06 18:12:26.000,visit
924657,2019-06-06 18:57:37.000,visit
424388,2019-06-06 19:17:31.000,visit
649951,2019-06-06 21:21:43.000,registration
537441,2019-06-07 00:10:26.000,visit
924657,2019-06-07 01:28:14.000,visit
101838,2019-06-07 02:46:06.000,visit
255008,2019-06-07 03:47:34.000,visit
837774,2019-06-07 06:53:55.000,login
255008,2019-06-07 07:02:03.000,visit
537441,2019-06-07 07:41:07.000,login
132547,2019-06-07 08:55:04.000,login
427407,2019-06-07 09:06:30.000,login
947308,2019-06-07 09:42:44.000,visit
707794,2019-06-07 12:14:31.000,visit
764352,2019-06-07 15:00:28.000,visit
910843,2019-06-07 15:29:03.000,visit
511647,2019-06-07 16:50:57.000,login
117785,2019-06-07 16:54:51.000,visit
155633,2019-06-07 17:06:19.000,login
737290,2019-06-07 19:33:50.000,visit
424388,2019-06-07 20:21:56.000,login
227327,2019-06-07 20:27:02.000,visit
704287,2019-06-08 01:22:21.000,visit
652392,2019-06-08 02:48:58.000,visit
264390,2019-06-08 04:00:41.000,visit
764352,2019-06-08 04:52:28.000,login
422213,2019-06-08 06:12:59.000,visit
894626,2019-06-08 06:37:59.000,visit
132547,2019-06-08 08:13:21.000,login
649690,2019-06-08 11:07:10.000,visit
132547,2019-06-08 13:20:46.000,login
893806,2019-06-08 15:19:32.000,visit
221050,2019-06-08 15:31:02.000,visit
537441,2019-06-08 19:07:37.000,visit
451033,2019-06-08 20:06:23.000,visit
199942,2019-06-08 22:45:17.000,visit
924657,2019-06-09 00:29:11.000,visit
694592,2019-06-09 00:38:28.000,visit
348529,2019-06-09 02:11:28.000,visit
422213,2019-06-09 02:35:38.000,login
511647,2019-06-09 03:51:48.000,login
160663,2019-06-09 06:22:44.000,visit
511456,2019-06-09 07:24:06.000,visit
427407,2019-06-09 08:51:10.000,visit
837774,2019-06-09 09:57:15.000,visit
155633,2019-06-09 11:46:44.000,login
374356,2019-06-09 12:10:55.000,visit
511647,2019-06-09 12:46:12.000,login
583736,2019-06-09 12:48:11.000,visit
427407,2019-06-09 13:18:33.000,login
227327,2019-06-09 16:52:29.000,visit
424388,2019-06-09 17:25:47.000,login
837774,2019-06-09 20:21:57.000,login
199942,2019-06-09 21:26:08.000,login
132547,2019-06-09 22:37:56.000,visit
625679,2019-06-10 02:41:06.000,visit
259582,2019-06-10 05:19:19.000,visit
581436,2019-06-10 07:16:48.000,registration
893806,2019-06-10 09:08:44.000,visit
255008,2019-06-10 11:21:15.000,visit
427407,2019-06-10 12:15:02.000,visit
125200,2019-06-10 12:23:33.000,visit
199942,2019-06-10 13:02:56.000,visit
632642,2019-06-10 13:12:45.000,visit
924657,2019-06-10 15:01:59.000,visit
764352,2019-06-10 15:20:51.000,visit
422213,2019-06-10 22:24:52.000,visit
649951,2019-06-10 22:47:48.000,login
638073,2019-06-10 23:57:43.000,visit
424388,2019-06-11 01:54:42.000,visit
838294,2019-06-11 03:04:51.000,visit
123878,2019-06-11 04:14:04.000,visit
581436,2019-06-11 11:06:38.000,visit
160663,2019-06-11 12:12:13.000,visit
632642,2019-06-11 14:43:44.000,login
581436,2019-06-11 16:43:04.000,login
767717,2019-06-11 17:46:49.000,visit
221050,2019-06-11 18:34:17.000,visit
132547,2019-06-11 19:04:45.000,login
871406,2019-06-11 22:10:07.000,visit
199942,2019-06-11 23:05:01.000,login
704287,2019-06-11 23:21:47.000,visit
101838,2019-06-12 02:39:46.000,visit
221050,2019-06-12 03:18:13.000,visit
643388,2019-06-12 04:37:33.000,visit
772215,2019-06-12 05:33:14.000,visit
694592,2019-06-12 05:47:44.000,visit
649951,2019-06-12 06:25:42.000,visit
893806,2019-06-12 07:45:05.000,visit
511647,2019-06-12 11:10:14.000,visit
737290,2019-06-12 12:18:44.000,visit
511647,2019-06-12 12:39:05.000,visit
129298,2019-06-12 14:09:06.000,visit
871406,2019-06-12 17:09:58.000,login
649690,2019-06-12 19:00:31.000,visit
155633,2019-06-12 19:23:25.000,login
259582,2019-06-12 21:41:59.000,visit
451033,2019-06-13 00:27:10.000,visit
511647,2019-06-13 00:43:39.000,login
537441,2019-06-13 00:58:20.000,visit
924657,2019-06-13 01:44:11.000,visit
474378,2019-06-13 02:32:59.000,visit
947308,2019-06-13 04:51:20.000,visit
117785,2019-06-13 05:07:27.000,visit
838294,2019-06-13 05:46:26.000,visit
537441,2019-06-13 09:12:36.000,login
255008,2019-06-13 13:31:59.000,visit
264390,2019-06-13 14:22:40.000,visit
707794,2019-06-13 15:32:27.000,visit
101838,2019-06-13 18:08:10.000,visit
894626,2019-06-13 19:30:21.000,visit
838294,2019-06-13 21:11:23.000,visit
537441,2019-06-14 01:56:49.000,login
910843,2019-06-14 02:02:51.000,visit
764352,2019-06-14 07:06:43.000,visit
704287,2019-06-14 07:14:21.000,visit
638073,2019-06-14 08:22:57.000,visit
871406,2019-06-14 08:42:48.000,login
652392,2019-06-14 16:48:10.000,visit
374356,2019-06-14 16:56:43.000,visit
764352,2019-06-14 17:06:10.000,login
125200,2019-06-14 17:38:59.000,visit
652392,2019-06-14 19:13:41.000,visit
221050,2019-06-14 21:56:32.000,visit
511456,2019-06-15 01:18:59.000,visit
625679,2019-06-15 04:12:41.000,visit
374356,2019-06-15 05:26:13.000,visit
632642,2019-06-15 09:58:39.000,visit
155633,2019-06-15 10:25:27.000,login
264390,2019-06-15 10:37:15.000,visit
424388,2019-06-15 11:18:23.000,visit
424388,2019-06-15 13:19:40.000,login
837774,2019-06-15 14:06:26.000,visit
764352,2019-06-15 14:22:35.000,visit
422213,2019-06-15 14:37:02.000,login
427407,2019-06-15 16:38:09.000,login
264390,2019-06-15 17:32:23.000,visit
348529,2019-06-15 17:44:39.000,visit
871406,2019-06-15 20:19:42.000,login
422213,2019-06-15 20:50:16.000,visit
581436,2019-06-15 22:41:18.000,visit
427407,2019-06-15 23:22:40.000,visit
764352,2019-06-15 23:25:27.000,login
694592,2019-06-16 03:06:56.000,visit
894626,2019-06-16 04:39:04.000,visit
199942,2019-06-16 06:41:01.000,visit
117785,2019-06-16 08:23:17.000,visit
132547,2019-06-16 10:48:28.000,visit
374356,2019-06-16 11:10:07.000,visit
910843,2019-06-16 14:31:03.000,visit
632642,2019-06-16 15:32:11.000,login
474378,2019-06-16 18:38:49.000,visit
255008,2019-06-16 20:33:54.000,visit
581436,2019-06-17 02:40:25.000,visit
581436,2019-06-17 04:17:45.000,visit
767717,2019-06-17 04:32:56.000,registration
255008,2019-06-17 04:34:32.000,visit
422213,2019-06-17 08:54:06.000,visit
767717,2019-06-17 09:22:54.000,visit
893806,2019-06-17 09:29:53.000,visit
422213,2019-06-17 09:40:33.000,visit
649690,2019-06-17 09:55:23.000,visit
767717,2019-06-17 10:44:03.000,login
632642,2019-06-17 13:00:19.000,login
199942,2019-06-17 15:59:27.000,login
123878,2019-06-17 16:21:24.000,visit
947308,2019-06-17 19:45:18.000,visit
632642,2019-06-17 20:07:18.000,visit
424388,2019-06-17 22:36:32.000,visit
764352,2019-06-17 23:16:01.000,visit
947308,2019-06-18 00:36:04.000,visit
649951,2019-06-18 01:39:25.000,visit
160663,2019-06-18 07:01:51.000,visit
893806,2019-06-18 08:06:04.000,visit
643388,2019-06-18 08:50:47.000,visit
511647,2019-06-18 09:33:22.000,visit
707794,2019-06-18 09:55:51.000,visit
838294,2019-06-18 11:41:37.000,visit
581436,2019-06-18 12:25:30.000,login
125200,2019-06-18 13:52:54.000,visit
129298,2019-06-18 14:09:12.000,visit
894626,2019-06-18 16:29:41.000,visit
537441,2019-06-18 18:19:48.000,visit
643388,2019-06-18 19:33:41.000,visit
199942,2019-06-18 21:40:25.000,login
837774,2019-06-18 21:59:27.000,visit
424388,2019-06-19 00:14:34.000,visit
155633,2019-06-19 01:22:28.000,login
838294,2019-06-19 01:48:30.000,visit
924657,2019-06-19 03:15:31.000,visit
129298,2019-06-19 06:58:49.000,visit
451033,2019-06-19 07:35:26.000,visit
910843,2019-06-19 07:37:27.000,visit
649690,2019-06-19 08:24:13.000,visit
422213,2019-06-19 09:37:11.000,login
259582,2019-06-19 15:36:49.000,visit
632642,2019-06-19 15:47:07.000,login
474378,2019-06-19 16:58:09.000,visit
894626,2019-06-19 17:57:18.000,visit
123878,2019-06-19 18:16:38.000,visit
704287,2019-06-19 20:26:11.000,visit
221050,2019-06-19 21:12:00.000,visit
451033,2019-06-19 21:39:59.000,visit
694592,2019-06-19 21:43:09.000,visit
199942,2019-06-20 02:35:47.000,login
264390,2019-06-20 04:56:36.000,visit
255008,2019-06-20 05:44:06.000,visit
511456,2019-06-20 08:02:55.000,visit
724167,2019-06-20 08:06:35.000,visit
894626,2019-06-20 08:17:51.000,visit
601136,2019-06-20 08:50:57.000,visit
924657,2019-06-20 09:00:48.000,visit
424209,2019-06-20 16:04:51.000,visit
348529,2019-06-20 16:07:41.000,visit
871406,2019-06-20 17:15:22.000,login
767717,2019-06-20 18:51:43.000,visit
221050,2019-06-20 19:31:37.000,visit
511647,2019-06-21 02:48:32.000,visit
724167,2019-06-21 03:18:38.000,registration
422213,2019-06-21 05:33:43.000,visit
652392,2019-06-21 06:52:04.000,visit
625679,2019-06-21 07:21:35.000,visit
894626,2019-06-21 07:49:27.000,visit
422213,2019-06-21 08:06:02.000,login
132547,2019-06-21 08:41:31.000,visit
155633,2019-06-21 08:47:51.000,login
424388,2019-06-21 16:08:37.000,login
253820,2019-06-21 16:18:44.000,visit
451033,2019-06-21 19:26:58.000,visit
768506,2019-06-22 00:25:57.000,visit
643388,2019-06-22 00:56:46.000,visit
129298,2019-06-22 01:01:06.000,visit
374356,2019-06-22 02:26:47.000,visit
424209,2019-06-22 08:00:32.000,visit
601136,2019-06-22 09:15:21.000,registration
910843,2019-06-22 09:41:29.000,visit
581436,2019-06-22 11:12:56.000,visit
838294,2019-06-22 13:46:59.000,visit
129298,2019-06-22 14:10:50.000,visit
767717,2019-06-22 15:06:22.000,login
625679,2019-06-22 16:45:32.000,visit
255008,2019-06-22 17:43:09.000,visit
117785,2019-06-22 18:11:31.000,visit
427407,2019-06-22 20:11:48.000,visit
160663,2019-06-22 21:18:47.000,visit
374356,2019-06-22 22:51:36.000,visit
424388,2019-06-22 23:02:53.000,login
632642,2019-06-23 01:47:41.000,visit
424209,2019-06-23 02:00:29.000,registration
199942,2019-06-23 02:22:34.000,visit
893806,2019-06-23 02:46:14.000,visit
422213,2019-06-23 02:52:50.000,login
894626,2019-06-23 03:08:39.000,visit
704287,2019-06-23 04:07:45.000,visit
837774,2019-06-23 06:05:14.000,visit
649951,2019-06-23 07:50:29.000,visit
511647,2019-06-23 08:37:09.000,visit
940045,2019-06-23 09:51:39.000,visit
838294,2019-06-23 11:03:03.000,visit
649690,2019-06-23 11:40:03.000,visit
940045,2019-06-23 22:21:48.000,registration
993404,2019-06-23 22:40:41.000,visit
704287,2019-06-23 23:50:40.000,visit
221050,2019-06-24 01:15:19.000,visit
117785,2019-06-24 01:50:57.000,visit
160663,2019-06-24 04:09:39.000,visit
993404,2019-06-24 04:17:19.000,registration
474378,2019-06-24 04:45:25.000,visit
694592,2019-06-24 05:40:32.000,visit
264390,2019-06-24 08:40:37.000,visit
625679,2019-06-24 08:41:25.000,visit
259582,2019-06-24 09:09:40.000,visit
993404,2019-06-24 09:15:03.000,visit
947308,2019-06-24 09:18:40.000,visit
511647,2019-06-24 11:49:17.000,visit
125200,2019-06-24 14:02:25.000,visit
940045,2019-06-24 16:47:09.000,visit
764352,2019-06-24 18:20:42.000,visit
724167,2019-06-24 19:05:27.000,visit
253820,2019-06-24 20:43:42.000,registration
924657,2019-06-24 21:50:42.000,visit
601136,2019-06-24 23:34:24.000,visit
359953,2019-06-24 23:51:54.000,visit
924657,2019-06-25 01:47:45.000,visit
537441,2019-06-25 01:53:24.000,visit
632642,2019-06-25 03:15:08.000,login
359953,2019-06-25 05:06:54.000,N/A
348529,2019-06-25 06:20:12.000,visit
253820,2019-06-25 08:14:43.000,login
155633,2019-06-25 08:24:01.000,login
485368,2019-06-25 08:32:38.000,visit
264390,2019-06-25 10:09:50.000,visit
422213,2019-06-25 12:32:08.000,login
724167,2019-06-25 12:40:26.000,login
424388,2019-06-25 12:45:46.000,visit
374356,2019-06-25 13:25:40.000,visit
649951,2019-06-25 17:20:24.000,visit
424388,2019-06-25 18:14:01.000,visit
424209,2019-06-25 19:35:24.000,login
768506,2019-06-25 20:26:13.000,visit
427407,2019-06-25 21:58:25.000,visit
871406,2019-06-25 23:40:39.000,login
457512,2019-06-26 00:02:59.000,visit
603887,2019-06-26 01:00:48.000,visit
129298,2019-06-26 01:05:11.000,visit
940045,2019-06-26 01:55:17.000,login
601136,2019-06-26 02:13:42.000,login
724167,2019-06-26 02:59:30.000,visit
537441,2019-06-26 05:06:06.000,visit
837774,2019-06-26 05:06:52.000,visit
474378,2019-06-26 05:07:28.000,visit
424209,2019-06-26 07:28:55.000,visit
457512,2019-06-26 08:47:04.000,visit
374356,2019-06-26 09:42:19.000,visit
603887,2019-06-26 14:08:05.000,registration
155633,2019-06-26 14:18:37.000,login
123878,2019-06-26 16:07:54.000,visit
632642,2019-06-26 16:18:21.000,visit
264390,2019-06-26 18:57:23.000,visit
511456,2019-06-26 20:45:16.000,visit
837774,2019-06-26 21:53:09.000,visit
652392,2019-06-27 04:32:53.000,visit
132547,2019-06-27 05:16:11.000,visit
947308,2019-06-27 05:44:45.000,visit
837774,2019-06-27 07:12:45.000,visit
253820,2019-06-27 08:05:58.000,visit
643388,2019-06-27 09:43:40.000,visit
359953,2019-06-27 10:08:55.000,registration
348529,2019-06-27 13:08:35.000,visit
852166,2019-06-27 13:40:12.000,visit
117785,2019-06-27 15:56:48.000,visit
422213,2019-06-27 16:08:27.000,visit
767717,2019-06-27 17:08:57.000,visit
424388,2019-06-27 17:30:50.000,login
993404,2019-06-27 17:33:49.000,visit
893806,2019-06-28 00:17:33.000,visit
359953,2019-06-28 00:43:09.000,login
924657,2019-06-28 02:01:09.000,visit
352444,2019-06-28 04:11:14.000,visit
652392,2019-06-28 05:52:35.000,visit
199942,2019-06-28 07:41:15.000,visit
940045,2019-06-28 08:28:14.000,visit
581436,2019-06-28 08:46:48.000,visit
993404,2019-06-28 09:34:58.000,visit
910843,2019-06-28 12:37:56.000,visit
352444,2019-06-28 12:43:03.000,visit
348529,2019-06-28 13:15:03.000,visit
221050,2019-06-28 17:27:01.000,visit
649690,2019-06-28 19:46:27.000,visit
601136,2019-06-28 20:09:45.000,login
255008,2019-06-28 21:14:56.000,visit
221050,2019-06-28 21:15:45.000,visit
894626,2019-06-28 21:24:28.000,visit
601136,2019-06-29 01:06:47.000,login
457512,2019-06-29 04:15:31.000,visit
253820,2019-06-29 07:23:16.000,visit
424388,2019-06-29 09:49:53.000,visit
422213,2019-06-29 10:12:32.000,visit
424209,2019-06-29 14:19:31.000,login
259582,2019-06-29 17:46:43.000,visit
625679,2019-06-29 18:29:27.000,visit
694592,2019-06-29 19:11:56.000,visit
649951,2019-06-29 19:39:58.000,visit
603887,2019-06-29 20:40:31.000,visit
577511,2019-06-29 20:52:34.000,visit
993404,2019-06-29 22:41:44.000,login
132547,2019-06-29 22:54:42.000,visit
764352,2019-06-29 23:18:04.000,visit
160663,2019-06-29 23:45:04.000,visit
339006,2019-06-30 03:24:16.000,visit
993404,2019-06-30 05:14:41.000,N/A
764352,2019-06-30 05:50:47.000,visit
485368,2019-06-30 06:03:05.000,registration
537441,2019-06-30 10:08:44.000,visit
924657,2019-06-30 12:12:18.000,visit
424209,2019-06-30 15:43:52.000,visit
422213,2019-06-30 16:38:08.000,visit
768506,2019-06-30 17:31:58.000,visit
132547,2019-06-30 18:49:43.000,visit
422213,2019-06-30 19:28:16.000,login
511647,2019-06-30 21:47:56.000,visit
601136,2019-06-30 21:59:33.000,visit
485368,2019-06-30 22:25:24.000,visit
652392,2019-06-30 23:30:52.000,visit
422213,2019-07-01 00:16:32.000,login
155633,2019-07-01 01:27:05.000,login
485368,2019-07-01 04:40:38.000,login
893806,2019-07-01 05:41:15.000,visit
125200,2019-07-01 05:43:14.000,visit
947308,2019-07-01 08:34:09.000,visit
359953,2019-07-01 10:38:05.000,visit
359953,2019-07-01 11:45:06.000,login
602309,2019-07-01 12:58:47.000,visit
768506,2019-07-01 13:59:34.000,visit
424388,2019-07-01 14:42:37.000,visit
485368,2019-07-01 15:36:35.000,login
893806,2019-07-01 16:34:36.000,visit
537441,2019-07-01 18:21:48.000,visit
724167,2019-07-01 19:29:52.000,visit
603887,2019-07-01 20:19:12.000,login
601136,2019-07-01 20:35:53.000,visit
852166,2019-07-01 22:47:44.000,registration
643388,2019-07-01 22:58:24.000,visit
632642,2019-07-02 00:25:14.000,visit
427407,2019-07-02 01:22:14.000,visit
910843,2019-07-02 01:39:11.000,visit
947308,2019-07-02 02:21:03.000,visit
603887,2019-07-02 03:44:17.000,visit
511456,2019-07-02 05:41:31.000,visit
199942,2019-07-02 06:12:36.000,visit
374356,2019-07-02 06:50:03.000,visit
457512,2019-07-02 07:25:21.000,visit
221050,2019-07-02 08:13:34.000,visit
871406,2019-07-02 09:09:15.000,login
767717,2019-07-02 10:58:52.000,visit
457512,2019-07-02 11:05:35.000,visit
474378,2019-07-02 12:40:04.000,visit
940045,2019-07-02 14:08:20.000,visit
123878,2019-07-02 16:45:17.000,visit
422213,2019-07-02 16:59:12.000,visit
993404,2019-07-02 19:30:50.000,visit
199942,2019-07-02 19:42:59.000,visit
474378,2019-07-02 22:08:18.000,visit
767717,2019-07-02 22:29:30.000,visit
259582,2019-07-02 23:27:25.000,visit
894626,2019-07-02 23:33:32.000,visit
577511,2019-07-03 01:00:31.000,visit
581436,2019-07-03 01:45:00.000,visit
837774,2019-07-03 02:14:23.000,visit
427407,2019-07-03 03:53:21.000,visit
768506,2019-07-03 04:44:48.000,visit
264390,2019-07-03 05:17:42.000,visit
649951,2019-07-03 08:56:16.000,visit
852166,2019-07-03 09:57:44.000,visit
160663,2019-07-03 12:38:48.000,visit
359953,2019-07-03 15:04:30.000,visit
352444,2019-07-03 15:25:44.000,visit
603887,2019-07-03 15:40:13.000,login
348529,2019-07-03 17:43:46.000,visit
577511,2019-07-03 20:27:42.000,registration
255008,2019-07-03 22:54:27.000,visit
424388,2019-07-04 00:14:25.000,login
424388,2019-07-04 08:50:50.000,visit
253820,2019-07-04 09:09:07.000,visit
780379,2019-07-04 11:57:10.000,visit
837774,2019-07-04 12:52:47.000,visit
649690,2019-07-04 13:05:20.000,visit
339006,2019-07-04 15:03:15.000,visit
852166,2019-07-04 15:21:43.000,visit
485368,2019-07-04 18:31:56.000,visit
577511,2019-07-04 18:37:57.000,visit
993404,2019-07-04 21:52:11.000,visit
359953,2019-07-05 00:12:16.000,visit
123878,2019-07-05 01:08:42.000,visit
764352,2019-07-05 05:12:56.000,visit
780379,2019-07-05 05:59:04.000,visit
910843,2019-07-05 06:11:35.000,visit
643388,2019-07-05 06:15:10.000,visit
485368,2019-07-05 07:35:37.000,login
132547,2019-07-05 09:46:15.000,visit
993404,2019-07-05 12:31:01.000,visit
643388,2019-07-05 17:20:48.000,visit
581436,2019-07-05 20:56:59.000,visit
199942,2019-07-06 01:14:05.000,visit
615020,2019-07-06 01:23:31.000,visit
253820,2019-07-06 03:15:01.000,visit
339006,2019-07-06 04:49:50.000,visit
125904,2019-07-06 08:11:49.000,visit
424388,2019-07-06 09:07:23.000,visit
581436,2019-07-06 10:04:47.000,visit
893806,2019-07-06 10:17:17.000,visit
199942,2019-07-06 11:12:33.000,visit
767717,2019-07-06 11:39:56.000,visit
625679,2019-07-06 11:53:29.000,visit
255008,2019-07-06 12:24:36.000,visit
424209,2019-07-06 15:44:28.000,visit
577511,2019-07-06 15:48:57.000,login
649690,2019-07-06 18:40:24.000,visit
511647,2019-07-06 20:41:32.000,visit
128690,2019-07-06 21:07:53.000,visit
208031,2019-07-06 23:06:24.000,visit
602309,2019-07-06 23:27:36.000,visit
485368,2019-07-07 01:27:12.000,visit
422213,2019-07-07 04:44:42.000,login
125904,2019-07-07 05:10:25.000,visit
511456,2019-07-07 06:15:51.000,visit
485368,2019-07-07 09:37:09.000,login
125904,2019-07-07 10:59:10.000,visit
615020,2019-07-07 11:14:51.000,registration
577511,2019-07-07 12:46:29.000,login
652392,2019-07-07 13:13:36.000,visit
427407,2019-07-07 13:34:16.000,visit
125200,2019-07-07 13:59:25.000,visit
457512,2019-07-07 16:33:23.000,visit
348529,2019-07-07 19:09:36.000,visit
947308,2019-07-07 20:54:40.000,visit
649951,2019-07-07 21:54:42.000,visit
603887,2019-07-07 23:17:29.000,visit
724167,2019-07-08 00:46:39.000,visit
787725,2019-07-08 01:51:58.000,visit
632642,2019-07-08 03:10:11.000,visit
348529,2019-07-08 06:14:58.000,visit
359953,2019-07-08 08:47:37.000,login
125200,2019-07-08 10:21:51.000,visit
537441,2019-07-08 10:22:01.000,visit
852166,2019-07-08 11:01:35.000,login
132547,2019-07-08 14:46:43.000,visit
427407,2019-07-08 16:38:07.000,visit
511647,2019-07-08 20:06:23.000,visit
768506,2019-07-08 22:29:35.000,visit
940045,2019-07-09 01:32:01.000,visit
221050,2019-07-09 05:26:55.000,visit
615020,2019-07-09 05:29:56.000,login
160663,2019-07-09 08:26:50.000,visit
474378,2019-07-09 09:55:42.000,visit
339006,2019-07-09 10:05:09.000,visit
486602,2019-07-09 10:27:05.000,visit
352444,2019-07-09 11:03:03.000,visit
537441,2019-07-09 16:47:35.000,visit
264390,2019-07-09 17:24:44.000,visit
160663,2019-07-09 23:58:54.000,visit
787725,2019-07-10 02:49:49.000,visit
602309,2019-07-10 03:12:41.000,visit
780379,2019-07-10 03:21:07.000,visit
993404,2019-07-10 04:11:26.000,visit
537441,2019-07-10 04:34:50.000,visit
424209,2019-07-10 05:24:23.000,visit
837774,2019-07-10 08:41:21.000,visit
485368,2019-07-10 08:53:24.000,visit
780379,2019-07-10 09:16:13.000,visit
208031,2019-07-10 10:31:44.000,visit
581436,2019-07-10 14:42:53.000,visit
852166,2019-07-10 22:47:47.000,visit
