"hitdatetime","action","client_id","payment_amount"
2019-08-07 13:02:06.000,reject-payment,821538,2759.63
2019-08-07 13:58:05.000,open-paystation,189902,0.00
2019-08-07 14:02:42.000,choose-method,189902,0.00
2019-08-07 14:05:39.000,accept-method,189902,0.00
2019-08-07 14:08:50.000,make-payment,189902,559.96
2019-08-12 12:20:45.000,open-paystation,821538,0.00
2019-08-12 12:24:23.000,choose-method,821538,0.00
2019-08-12 12:26:44.000,accept-method,821538,0.00
2019-08-12 12:28:03.000,make-payment,821538,710.10
2019-08-13 01:36:21.000,open-paystation,781244,0.00
2019-08-13 01:38:31.000,choose-method,781244,0.00
2019-08-13 01:41:12.000,accept-method,781244,0.00
2019-08-13 01:45:56.000,make-payment,781244,325.78
2019-08-17 23:04:41.000,open-paystation,855837,0.00
2019-08-17 23:09:04.000,choose-method,855837,0.00
2019-08-17 23:11:14.000,accept-method,855837,0.00
2019-08-17 23:16:06.000,make-payment,855837,2358.72
2019-08-20 22:08:56.000,open-paystation,189902,0.00
2019-08-20 22:13:25.000,choose-method,189902,0.00
2019-08-20 22:16:21.000,accept-method,189902,0.00
2019-08-20 22:19:03.000,make-payment,189902,2473.63
2019-08-25 20:01:53.000,open-paystation,347184,0.00
2019-08-25 20:06:39.000,choose-method,347184,0.00
2019-08-25 20:09:32.000,accept-method,347184,0.00
2019-08-25 20:13:04.000,reject-payment,347184,1316.21
2019-08-29 02:35:01.000,open-paystation,128144,0.00
2019-08-29 02:37:25.000,choose-method,128144,0.00
2019-08-29 02:40:10.000,accept-method,128144,0.00
2019-08-29 02:42:08.000,make-payment,128144,2100.62
2019-08-29 18:09:29.000,open-paystation,189902,0.00
2019-08-29 18:13:22.000,choose-method,189902,0.00
2019-08-29 18:15:01.000,accept-method,189902,0.00
2019-08-29 18:16:17.000,make-payment,189902,2367.31
2019-09-02 16:57:34.000,open-paystation,189902,0.00
2019-09-02 17:02:25.000,choose-method,189902,0.00
2019-09-02 17:04:46.000,accept-method,189902,0.00
2019-09-02 17:06:40.000,make-payment,189902,498.15
2019-09-03 19:38:03.000,open-paystation,189902,0.00
2019-09-03 19:40:30.000,choose-method,189902,0.00
2019-09-03 19:43:02.000,accept-method,189902,0.00
2019-09-03 19:48:01.000,make-payment,189902,2742.29
2019-09-05 22:30:40.000,open-paystation,645444,0.00
2019-09-05 22:35:14.000,choose-method,645444,0.00
2019-09-05 22:38:01.000,accept-method,645444,0.00
2019-09-05 22:39:30.000,make-payment,645444,1405.44
2019-09-07 20:11:47.000,open-paystation,128144,0.00
2019-09-07 20:14:46.000,choose-method,128144,0.00
2019-09-07 20:17:43.000,accept-method,128144,0.00
2019-09-07 20:22:14.000,make-payment,128144,1237.62
2019-09-09 17:52:18.000,open-paystation,434079,0.00
2019-09-09 17:55:10.000,choose-method,434079,0.00
2019-09-09 17:56:21.000,accept-method,434079,0.00
2019-09-09 18:01:20.000,reject-payment,434079,2739.59
2019-09-13 23:16:06.000,open-paystation,645444,0.00
2019-09-13 23:19:22.000,choose-method,645444,0.00
2019-09-13 23:21:59.000,accept-method,645444,0.00
2019-09-13 23:26:21.000,reject-payment,645444,373.22
2019-09-14 01:13:39.000,open-paystation,553628,0.00
2019-09-14 01:15:52.000,choose-method,553628,0.00
2019-09-14 01:17:09.000,accept-method,553628,0.00
2019-09-14 01:19:27.000,make-payment,553628,1539.83
2019-09-14 21:31:03.000,open-paystation,501119,0.00
2019-09-14 21:33:42.000,choose-method,501119,0.00
2019-09-14 21:36:15.000,accept-method,501119,0.00
2019-09-14 21:39:27.000,reject-payment,501119,2762.49
2019-09-15 01:47:53.000,open-paystation,955581,0.00
2019-09-15 01:51:38.000,choose-method,955581,0.00
2019-09-15 01:53:48.000,accept-method,955581,0.00
2019-09-15 01:57:41.000,make-payment,955581,2171.64
2019-09-15 05:44:34.000,open-paystation,348471,0.00
2019-09-15 05:48:38.000,choose-method,348471,0.00
2019-09-15 05:51:28.000,accept-method,348471,0.00
2019-09-15 05:56:23.000,reject-payment,348471,1093.19
2019-09-16 05:21:24.000,open-paystation,128144,0.00
2019-09-16 05:26:18.000,choose-method,128144,0.00
2019-09-16 05:28:34.000,accept-method,128144,0.00
2019-09-16 05:29:51.000,make-payment,128144,1401.95
2019-09-16 07:59:30.000,open-paystation,434079,0.00
2019-09-16 08:03:28.000,choose-method,434079,0.00
2019-09-16 08:05:25.000,accept-method,434079,0.00
2019-09-16 08:09:48.000,make-payment,434079,2509.47
2019-09-17 10:40:39.000,open-paystation,955581,0.00
2019-09-17 10:44:10.000,choose-method,955581,0.00
2019-09-17 10:47:04.000,accept-method,955581,0.00
2019-09-17 10:51:09.000,make-payment,955581,2538.90
2019-09-18 06:47:02.000,open-paystation,553628,0.00
2019-09-18 06:51:34.000,choose-method,553628,0.00
2019-09-18 06:53:52.000,accept-method,553628,0.00
2019-09-18 06:57:57.000,make-payment,553628,2589.90
2019-09-18 10:57:51.000,open-paystation,756861,0.00
2019-09-18 11:02:26.000,choose-method,756861,0.00
2019-09-18 11:04:34.000,accept-method,756861,0.00
2019-09-18 11:07:44.000,reject-payment,756861,384.26
2019-09-20 01:15:15.000,open-paystation,434079,0.00
2019-09-20 01:19:33.000,choose-method,434079,0.00
2019-09-20 01:22:04.000,accept-method,434079,0.00
2019-09-20 01:23:25.000,reject-payment,434079,2461.43
2019-09-21 04:20:17.000,open-paystation,955581,0.00
2019-09-21 04:24:15.000,choose-method,955581,0.00
2019-09-21 04:26:20.000,accept-method,955581,0.00
2019-09-21 04:30:52.000,make-payment,955581,2241.69
2019-09-21 06:40:37.000,open-paystation,348471,0.00
2019-09-21 06:44:51.000,choose-method,348471,0.00
2019-09-21 06:46:40.000,accept-method,348471,0.00
2019-09-21 06:48:47.000,make-payment,348471,1377.93
2019-09-25 03:15:24.000,open-paystation,348471,0.00
2019-09-25 03:19:22.000,choose-method,348471,0.00
2019-09-25 03:20:56.000,accept-method,348471,0.00
2019-09-25 03:23:48.000,make-payment,348471,1503.50
2019-09-26 20:17:11.000,open-paystation,553628,0.00
2019-09-26 20:21:28.000,choose-method,553628,0.00
2019-09-26 20:22:47.000,accept-method,553628,0.00
2019-09-26 20:26:01.000,make-payment,553628,1920.21
2019-09-28 12:18:38.000,open-paystation,347184,0.00
2019-09-28 12:21:58.000,choose-method,347184,0.00
2019-09-28 12:24:44.000,accept-method,347184,0.00
2019-09-28 12:27:25.000,make-payment,347184,1691.49
2019-09-30 08:27:52.000,open-paystation,541125,0.00
2019-09-30 08:30:45.000,choose-method,541125,0.00
2019-09-30 08:31:56.000,accept-method,541125,0.00
2019-09-30 08:33:49.000,reject-payment,541125,2701.63
2019-10-01 23:36:46.000,open-paystation,955581,0.00
2019-10-01 23:39:23.000,choose-method,955581,0.00
2019-10-01 23:41:45.000,accept-method,955581,0.00
2019-10-01 23:45:54.000,reject-payment,955581,1072.67
2019-10-03 20:27:32.000,open-paystation,553628,0.00
2019-10-03 20:31:50.000,choose-method,553628,0.00
2019-10-03 20:34:39.000,accept-method,553628,0.00
2019-10-03 20:38:15.000,make-payment,553628,2156.66
2019-10-04 06:24:30.000,open-paystation,610936,0.00
2019-10-04 06:27:05.000,choose-method,610936,0.00
2019-10-04 06:28:30.000,accept-method,610936,0.00
2019-10-04 06:30:55.000,make-payment,610936,2415.54
2019-10-04 07:27:00.000,open-paystation,380741,0.00
2019-10-04 07:31:06.000,choose-method,380741,0.00
2019-10-04 07:34:02.000,accept-method,380741,0.00
2019-10-04 07:38:07.000,make-payment,380741,685.20
2019-10-05 03:14:02.000,open-paystation,348471,0.00
2019-10-05 03:16:46.000,choose-method,348471,0.00
2019-10-05 03:18:04.000,accept-method,348471,0.00
2019-10-05 03:20:17.000,make-payment,348471,2541.61
2019-10-05 17:55:24.000,open-paystation,579369,0.00
2019-10-05 17:59:04.000,choose-method,579369,0.00
2019-10-05 18:01:45.000,accept-method,579369,0.00
2019-10-05 18:03:29.000,reject-payment,579369,2246.38
2019-10-06 19:08:04.000,open-paystation,610936,0.00
2019-10-06 19:10:12.000,choose-method,610936,0.00
2019-10-06 19:12:58.000,accept-method,610936,0.00
2019-10-06 19:14:09.000,make-payment,610936,2080.15
2019-10-07 22:54:12.000,open-paystation,178176,0.00
2019-10-07 22:58:02.000,choose-method,178176,0.00
2019-10-07 22:59:48.000,accept-method,178176,0.00
2019-10-07 23:03:18.000,make-payment,178176,950.37
2019-10-08 17:42:49.000,open-paystation,579369,0.00
2019-10-08 17:46:47.000,choose-method,579369,0.00
2019-10-08 17:48:12.000,accept-method,579369,0.00
2019-10-08 17:53:02.000,reject-payment,579369,445.32
2019-10-10 22:54:32.000,open-paystation,579369,0.00
2019-10-10 22:58:16.000,choose-method,579369,0.00
2019-10-10 22:59:51.000,accept-method,579369,0.00
2019-10-10 23:03:25.000,make-payment,579369,1734.40
2019-10-12 07:04:12.000,open-paystation,541125,0.00
2019-10-12 07:07:35.000,choose-method,541125,0.00
2019-10-12 07:09:47.000,accept-method,541125,0.00
2019-10-12 07:14:12.000,make-payment,541125,1359.97
2019-10-14 10:54:47.000,open-paystation,610936,0.00
2019-10-14 10:59:31.000,choose-method,610936,0.00
2019-10-14 11:01:24.000,accept-method,610936,0.00
2019-10-14 11:03:30.000,make-payment,610936,2458.79
2019-10-17 11:45:30.000,open-paystation,348471,0.00
2019-10-17 11:49:57.000,choose-method,348471,0.00
2019-10-17 11:51:01.000,accept-method,348471,0.00
2019-10-17 11:54:10.000,make-payment,348471,1817.35
2019-10-18 05:16:14.000,open-paystation,861065,0.00
2019-10-18 05:18:28.000,choose-method,861065,0.00
2019-10-18 05:19:37.000,accept-method,861065,0.00
2019-10-18 05:24:10.000,make-payment,861065,645.16
2019-10-21 12:34:31.000,open-paystation,610936,0.00
2019-10-21 12:37:24.000,choose-method,610936,0.00
2019-10-21 12:39:18.000,accept-method,610936,0.00
2019-10-21 12:43:46.000,make-payment,610936,518.12
2019-10-21 19:16:27.000,open-paystation,930950,0.00
2019-10-21 19:19:48.000,choose-method,930950,0.00
2019-10-21 19:21:38.000,accept-method,930950,0.00
2019-10-21 19:24:56.000,make-payment,930950,947.86
2019-10-22 11:44:11.000,open-paystation,178176,0.00
2019-10-22 11:46:45.000,choose-method,178176,0.00
2019-10-22 11:48:11.000,accept-method,178176,0.00
2019-10-22 11:52:29.000,make-payment,178176,2745.79
2019-10-23 23:46:00.000,open-paystation,579369,0.00
2019-10-23 23:48:50.000,choose-method,579369,0.00
2019-10-23 23:50:46.000,accept-method,579369,0.00
2019-10-23 23:55:08.000,make-payment,579369,1588.39
2019-10-27 13:06:54.000,open-paystation,930950,0.00
2019-10-27 13:11:40.000,choose-method,930950,0.00
2019-10-27 13:13:19.000,accept-method,930950,0.00
2019-10-27 13:17:32.000,make-payment,930950,1019.25
2019-10-27 20:24:20.000,open-paystation,245266,0.00
2019-10-27 20:28:43.000,choose-method,245266,0.00
2019-10-27 20:30:16.000,accept-method,245266,0.00
2019-10-27 20:31:34.000,make-payment,245266,2883.27
2019-10-27 21:36:49.000,open-paystation,861065,0.00
2019-10-27 21:39:11.000,choose-method,861065,0.00
2019-10-27 21:41:50.000,accept-method,861065,0.00
2019-10-27 21:43:27.000,make-payment,861065,2413.01
2019-10-29 20:00:57.000,open-paystation,933600,0.00
2019-10-29 20:05:41.000,choose-method,933600,0.00
2019-10-29 20:07:44.000,accept-method,933600,0.00
2019-10-29 20:11:34.000,make-payment,933600,2379.23
2019-10-30 15:35:18.000,open-paystation,579369,0.00
2019-10-30 15:39:25.000,choose-method,579369,0.00
2019-10-30 15:41:33.000,accept-method,579369,0.00
2019-10-30 15:43:34.000,make-payment,579369,2102.78
2019-10-31 03:59:28.000,open-paystation,716864,0.00
2019-10-31 04:03:45.000,choose-method,716864,0.00
2019-10-31 04:05:31.000,accept-method,716864,0.00
2019-10-31 04:07:22.000,make-payment,716864,793.76
2019-10-31 17:13:11.000,open-paystation,667827,0.00
2019-10-31 17:16:07.000,choose-method,667827,0.00
2019-10-31 17:18:20.000,accept-method,667827,0.00
2019-10-31 17:21:22.000,reject-payment,667827,1511.65
2019-11-02 16:22:25.000,open-paystation,930950,0.00
2019-11-02 16:27:17.000,choose-method,930950,0.00
2019-11-02 16:29:41.000,accept-method,930950,0.00
2019-11-02 16:32:20.000,make-payment,930950,2913.32
2019-11-02 16:48:19.000,open-paystation,392929,0.00
2019-11-02 16:50:23.000,choose-method,392929,0.00
2019-11-02 16:53:14.000,accept-method,392929,0.00
2019-11-02 16:55:01.000,make-payment,392929,2814.45
2019-11-05 11:37:20.000,open-paystation,861065,0.00
2019-11-05 11:39:44.000,choose-method,861065,0.00
2019-11-05 11:41:43.000,accept-method,861065,0.00
2019-11-05 11:45:02.000,reject-payment,861065,1435.65
2019-11-05 12:36:47.000,open-paystation,245266,0.00
2019-11-05 12:39:26.000,choose-method,245266,0.00
2019-11-05 12:41:47.000,accept-method,245266,0.00
2019-11-05 12:43:56.000,make-payment,245266,1867.02
2019-11-06 10:14:59.000,open-paystation,392929,0.00
2019-11-06 10:18:47.000,choose-method,392929,0.00
2019-11-06 10:20:38.000,accept-method,392929,0.00
2019-11-06 10:25:19.000,make-payment,392929,1242.26
2019-11-09 06:51:44.000,open-paystation,930950,0.00
2019-11-09 06:54:32.000,choose-method,930950,0.00
2019-11-09 06:57:26.000,accept-method,930950,0.00
2019-11-09 07:00:02.000,make-payment,930950,2433.91
2019-11-15 15:55:30.000,open-paystation,712702,0.00
2019-11-15 15:57:51.000,choose-method,712702,0.00
2019-11-15 16:00:46.000,accept-method,712702,0.00
2019-11-15 16:05:03.000,reject-payment,712702,2723.91
2019-11-15 20:22:39.000,open-paystation,392929,0.00
2019-11-15 20:24:54.000,choose-method,392929,0.00
2019-11-15 20:27:06.000,accept-method,392929,0.00
2019-11-15 20:28:41.000,make-payment,392929,1026.95
2019-11-20 22:39:06.000,open-paystation,930950,0.00
2019-11-20 22:42:41.000,choose-method,930950,0.00
2019-11-20 22:45:34.000,accept-method,930950,0.00
2019-11-20 22:49:58.000,reject-payment,930950,830.98
2019-11-22 04:20:59.000,open-paystation,712702,0.00
2019-11-22 04:24:24.000,choose-method,712702,0.00
2019-11-22 04:25:35.000,accept-method,712702,0.00
2019-11-22 04:28:19.000,make-payment,712702,480.88
2019-11-26 15:13:49.000,open-paystation,480905,0.00
2019-11-26 15:16:58.000,choose-method,480905,0.00
2019-11-26 15:18:13.000,accept-method,480905,0.00
2019-11-26 15:22:54.000,make-payment,480905,1352.26
2019-11-27 23:37:43.000,open-paystation,103716,0.00
2019-11-27 23:42:10.000,choose-method,103716,0.00
2019-11-27 23:43:55.000,accept-method,103716,0.00
2019-11-27 23:47:02.000,make-payment,103716,883.79
2019-11-29 06:12:29.000,open-paystation,415242,0.00
2019-11-29 06:14:56.000,choose-method,415242,0.00
2019-11-29 06:17:33.000,accept-method,415242,0.00
2019-11-29 06:18:59.000,reject-payment,415242,1219.28
2019-12-01 17:34:48.000,open-paystation,480905,0.00
2019-12-01 17:37:56.000,choose-method,480905,0.00
2019-12-01 17:39:48.000,accept-method,480905,0.00
2019-12-01 17:44:10.000,make-payment,480905,1850.86
2019-12-01 22:23:25.000,open-paystation,415242,0.00
2019-12-01 22:25:51.000,choose-method,415242,0.00
2019-12-01 22:27:54.000,accept-method,415242,0.00
2019-12-01 22:29:24.000,make-payment,415242,671.04
2019-12-03 12:28:41.000,open-paystation,593115,0.00
2019-12-03 12:31:21.000,choose-method,593115,0.00
2019-12-03 12:34:05.000,accept-method,593115,0.00
2019-12-03 12:36:37.000,make-payment,593115,784.23
2019-12-05 16:04:20.000,open-paystation,712702,0.00
2019-12-05 16:09:15.000,choose-method,712702,0.00
2019-12-05 16:11:56.000,accept-method,712702,0.00
2019-12-05 16:13:44.000,make-payment,712702,2734.87
2019-12-09 01:21:18.000,open-paystation,930950,0.00
2019-12-09 01:24:22.000,choose-method,930950,0.00
2019-12-09 01:26:11.000,accept-method,930950,0.00
2019-12-09 01:28:14.000,make-payment,930950,2562.86
2019-12-15 03:26:09.000,open-paystation,156789,0.00
2019-12-15 03:29:27.000,choose-method,156789,0.00
2019-12-15 03:31:10.000,accept-method,156789,0.00
2019-12-15 03:33:34.000,make-payment,156789,2888.01
2019-12-16 18:32:07.000,open-paystation,524016,0.00
2019-12-16 18:35:39.000,choose-method,524016,0.00
2019-12-16 18:37:17.000,accept-method,524016,0.00
2019-12-16 18:38:50.000,make-payment,524016,783.26
2019-12-22 13:01:06.000,open-paystation,156789,0.00
2019-12-22 13:03:14.000,choose-method,156789,0.00
2019-12-22 13:04:57.000,accept-method,156789,0.00
2019-12-22 13:07:08.000,make-payment,156789,1591.31
2019-12-22 22:24:26.000,open-paystation,532504,0.00
2019-12-22 22:29:00.000,choose-method,532504,0.00
2019-12-22 22:30:47.000,accept-method,532504,0.00
2019-12-22 22:34:59.000,make-payment,532504,785.05
2019-12-25 12:39:32.000,open-paystation,916524,0.00
2019-12-25 12:42:03.000,choose-method,916524,0.00
2019-12-25 12:44:41.000,accept-method,916524,0.00
2019-12-25 12:47:02.000,reject-payment,916524,1985.10
2019-12-26 05:10:40.000,open-paystation,400445,0.00
2019-12-26 05:14:29.000,choose-method,400445,0.00
2019-12-26 05:15:30.000,accept-method,400445,0.00
2019-12-26 05:19:54.000,make-payment,400445,835.30
2019-12-27 05:09:52.000,open-paystation,156789,0.00
2019-12-27 05:14:17.000,choose-method,156789,0.00
2019-12-27 05:17:16.000,accept-method,156789,0.00
2019-12-27 05:20:43.000,make-payment,156789,1865.21
2019-12-29 08:39:01.000,open-paystation,130781,0.00
2019-12-29 08:43:18.000,choose-method,130781,0.00
2019-12-29 08:45:34.000,accept-method,130781,0.00
2019-12-29 08:47:57.000,make-payment,130781,2142.01
2019-12-29 11:13:20.000,open-paystation,924537,0.00
2019-12-29 11:18:07.000,choose-method,924537,0.00
2019-12-29 11:20:00.000,accept-method,924537,0.00
2019-12-29 11:23:13.000,reject-payment,924537,1675.93
2019-12-29 17:49:16.000,open-paystation,788205,0.00
2019-12-29 17:52:01.000,choose-method,788205,0.00
2019-12-29 17:53:42.000,accept-method,788205,0.00
2019-12-29 17:57:53.000,make-payment,788205,1302.89
2019-12-30 18:08:14.000,open-paystation,400445,0.00
2019-12-30 18:11:47.000,choose-method,400445,0.00
2019-12-30 18:13:54.000,accept-method,400445,0.00
2019-12-30 18:18:24.000,make-payment,400445,2685.36
2019-12-30 22:31:38.000,open-paystation,691925,0.00
2019-12-30 22:36:27.000,choose-method,691925,0.00
2019-12-30 22:38:02.000,accept-method,691925,0.00
2019-12-30 22:42:33.000,reject-payment,691925,1020.51
2020-01-02 17:27:36.000,open-paystation,400566,0.00
2020-01-02 17:31:05.000,choose-method,400566,0.00
2020-01-02 17:32:41.000,accept-method,400566,0.00
2020-01-02 17:36:56.000,make-payment,400566,2877.33
2020-01-03 11:18:48.000,open-paystation,712901,0.00
2020-01-03 11:23:27.000,choose-method,712901,0.00
2020-01-03 11:25:59.000,accept-method,712901,0.00
2020-01-03 11:29:02.000,reject-payment,712901,291.11
2020-01-03 11:44:19.000,open-paystation,607473,0.00
2020-01-03 11:49:15.000,choose-method,607473,0.00
2020-01-03 11:51:59.000,accept-method,607473,0.00
2020-01-03 11:53:35.000,reject-payment,607473,1231.01
2020-01-04 05:32:41.000,open-paystation,774499,0.00
2020-01-04 05:35:06.000,choose-method,774499,0.00
2020-01-04 05:36:34.000,accept-method,774499,0.00
2020-01-04 05:41:09.000,make-payment,774499,1900.02
2020-01-04 13:19:27.000,open-paystation,130781,0.00
2020-01-04 13:21:30.000,choose-method,130781,0.00
2020-01-04 13:24:28.000,accept-method,130781,0.00
2020-01-04 13:26:57.000,make-payment,130781,2558.28
2020-01-05 04:27:44.000,open-paystation,400566,0.00
2020-01-05 04:31:14.000,choose-method,400566,0.00
2020-01-05 04:33:36.000,accept-method,400566,0.00
2020-01-05 04:35:54.000,make-payment,400566,1615.05
2020-01-05 15:39:56.000,open-paystation,369610,0.00
2020-01-05 15:43:14.000,choose-method,369610,0.00
2020-01-05 15:46:12.000,accept-method,369610,0.00
2020-01-05 15:47:27.000,make-payment,369610,2641.67
2020-01-06 06:45:47.000,open-paystation,369610,0.00
2020-01-06 06:49:54.000,choose-method,369610,0.00
2020-01-06 06:51:26.000,accept-method,369610,0.00
2020-01-06 06:55:55.000,make-payment,369610,2744.84
2020-01-07 09:50:10.000,open-paystation,695618,0.00
2020-01-07 09:53:32.000,choose-method,695618,0.00
2020-01-07 09:55:29.000,accept-method,695618,0.00
2020-01-07 09:58:15.000,make-payment,695618,727.33
2020-01-09 10:12:10.000,open-paystation,160034,0.00
2020-01-09 10:14:56.000,choose-method,160034,0.00
2020-01-09 10:16:42.000,accept-method,160034,0.00
2020-01-09 10:19:54.000,make-payment,160034,949.53
2020-01-13 15:17:52.000,open-paystation,168341,0.00
2020-01-13 15:22:20.000,choose-method,168341,0.00
2020-01-13 15:24:22.000,accept-method,168341,0.00
2020-01-13 15:27:04.000,reject-payment,168341,269.29
2020-01-13 21:34:27.000,open-paystation,220214,0.00
2020-01-13 21:37:10.000,choose-method,220214,0.00
2020-01-13 21:39:43.000,accept-method,220214,0.00
2020-01-13 21:43:27.000,make-payment,220214,1990.43
2020-01-17 07:35:20.000,open-paystation,168341,0.00
2020-01-17 07:39:13.000,choose-method,168341,0.00
2020-01-17 07:41:26.000,accept-method,168341,0.00
2020-01-17 07:44:08.000,make-payment,168341,2104.63
2020-01-20 17:09:08.000,open-paystation,168341,0.00
2020-01-20 17:11:39.000,choose-method,168341,0.00
2020-01-20 17:13:16.000,accept-method,168341,0.00
2020-01-20 17:14:28.000,make-payment,168341,357.71
2020-01-24 06:21:33.000,open-paystation,311479,0.00
2020-01-24 06:24:09.000,choose-method,311479,0.00
2020-01-24 06:25:50.000,accept-method,311479,0.00
2020-01-24 06:28:00.000,make-payment,311479,991.68
2020-01-27 00:39:07.000,open-paystation,168341,0.00
2020-01-27 00:43:58.000,choose-method,168341,0.00
2020-01-27 00:45:30.000,accept-method,168341,0.00
2020-01-27 00:46:52.000,make-payment,168341,2646.55
2020-01-28 05:38:36.000,open-paystation,168341,0.00
2020-01-28 05:43:20.000,choose-method,168341,0.00
2020-01-28 05:45:09.000,accept-method,168341,0.00
2020-01-28 05:49:02.000,make-payment,168341,320.68
2020-01-28 08:07:50.000,open-paystation,260135,0.00
2020-01-28 08:11:18.000,choose-method,260135,0.00
2020-01-28 08:13:03.000,accept-method,260135,0.00
2020-01-28 08:15:10.000,make-payment,260135,1814.02
2020-01-28 20:22:45.000,open-paystation,522354,0.00
2020-01-28 20:25:10.000,choose-method,522354,0.00
2020-01-28 20:26:18.000,accept-method,522354,0.00
2020-01-28 20:30:45.000,reject-payment,522354,498.11
2020-01-29 04:56:08.000,open-paystation,269083,0.00
2020-01-29 04:59:55.000,choose-method,269083,0.00
2020-01-29 05:02:05.000,accept-method,269083,0.00
2020-01-29 05:06:16.000,make-payment,269083,1529.47
2020-02-01 07:15:38.000,open-paystation,260135,0.00
2020-02-01 07:20:33.000,choose-method,260135,0.00
2020-02-01 07:21:35.000,accept-method,260135,0.00
2020-02-01 07:25:11.000,reject-payment,260135,228.19
2020-02-01 13:15:10.000,open-paystation,522354,0.00
2020-02-01 13:18:36.000,choose-method,522354,0.00
2020-02-01 13:19:49.000,accept-method,522354,0.00
2020-02-01 13:24:23.000,make-payment,522354,480.60
2020-02-04 15:58:22.000,open-paystation,898039,0.00
2020-02-04 16:02:55.000,choose-method,898039,0.00
2020-02-04 16:05:23.000,accept-method,898039,0.00
2020-02-04 16:06:25.000,reject-payment,898039,2057.27
2020-02-05 05:00:05.000,open-paystation,906165,0.00
2020-02-05 05:04:28.000,choose-method,906165,0.00
2020-02-05 05:06:49.000,accept-method,906165,0.00
2020-02-05 05:09:03.000,reject-payment,906165,1144.78
2020-02-05 05:25:59.000,open-paystation,522354,0.00
2020-02-05 05:29:02.000,choose-method,522354,0.00
2020-02-05 05:31:05.000,accept-method,522354,0.00
2020-02-05 05:35:28.000,make-payment,522354,1412.35
2020-02-05 07:45:22.000,open-paystation,260135,0.00
2020-02-05 07:48:36.000,choose-method,260135,0.00
2020-02-05 07:50:14.000,accept-method,260135,0.00
2020-02-05 07:52:00.000,make-payment,260135,2660.31
2020-02-05 09:32:36.000,open-paystation,707729,0.00
2020-02-05 09:36:06.000,choose-method,707729,0.00
2020-02-05 09:38:39.000,accept-method,707729,0.00
2020-02-05 09:42:37.000,make-payment,707729,995.60
2020-02-05 12:38:55.000,open-paystation,368264,0.00
2020-02-05 12:42:09.000,choose-method,368264,0.00
2020-02-05 12:43:29.000,accept-method,368264,0.00
2020-02-05 12:46:41.000,make-payment,368264,1616.41
2020-02-05 23:21:43.000,open-paystation,950427,0.00
2020-02-05 23:24:50.000,choose-method,950427,0.00
2020-02-05 23:26:35.000,accept-method,950427,0.00
2020-02-05 23:30:40.000,make-payment,950427,1317.92
2020-02-07 14:18:14.000,open-paystation,532109,0.00
2020-02-07 14:22:23.000,choose-method,532109,0.00
2020-02-07 14:24:45.000,accept-method,532109,0.00
2020-02-07 14:26:29.000,make-payment,532109,1085.77
2020-02-07 16:59:45.000,open-paystation,906165,0.00
2020-02-07 17:02:52.000,choose-method,906165,0.00
2020-02-07 17:05:14.000,accept-method,906165,0.00
2020-02-07 17:06:23.000,make-payment,906165,2252.98
2020-02-08 19:12:39.000,open-paystation,719967,0.00
2020-02-08 19:14:42.000,choose-method,719967,0.00
2020-02-08 19:17:06.000,accept-method,719967,0.00
2020-02-08 19:21:38.000,reject-payment,719967,1158.26
2020-02-09 02:17:37.000,open-paystation,906165,0.00
2020-02-09 02:22:35.000,choose-method,906165,0.00
2020-02-09 02:24:17.000,accept-method,906165,0.00
2020-02-09 02:26:39.000,make-payment,906165,1413.31
2020-02-11 02:25:52.000,open-paystation,707729,0.00
2020-02-11 02:28:17.000,choose-method,707729,0.00
2020-02-11 02:30:58.000,accept-method,707729,0.00
2020-02-11 02:35:42.000,reject-payment,707729,2129.94
2020-02-12 22:51:41.000,open-paystation,368264,0.00
2020-02-12 22:56:25.000,choose-method,368264,0.00
2020-02-12 22:58:43.000,accept-method,368264,0.00
2020-02-12 23:02:57.000,make-payment,368264,482.28
2020-02-14 16:45:40.000,open-paystation,269083,0.00
2020-02-14 16:50:32.000,choose-method,269083,0.00
2020-02-14 16:53:18.000,accept-method,269083,0.00
2020-02-14 16:56:16.000,make-payment,269083,423.23
2020-02-14 23:19:58.000,open-paystation,384809,0.00
2020-02-14 23:24:30.000,choose-method,384809,0.00
2020-02-14 23:27:03.000,accept-method,384809,0.00
2020-02-14 23:30:08.000,make-payment,384809,636.09
2020-02-15 21:21:18.000,open-paystation,707729,0.00
2020-02-15 21:25:45.000,choose-method,707729,0.00
2020-02-15 21:27:20.000,accept-method,707729,0.00
2020-02-15 21:31:46.000,make-payment,707729,444.67
2020-02-16 07:09:05.000,open-paystation,719967,0.00
2020-02-16 07:12:04.000,choose-method,719967,0.00
2020-02-16 07:13:31.000,accept-method,719967,0.00
2020-02-16 07:18:27.000,make-payment,719967,1312.92
2020-02-17 10:24:03.000,open-paystation,382596,0.00
2020-02-17 10:27:48.000,choose-method,382596,0.00
2020-02-17 10:30:45.000,accept-method,382596,0.00
2020-02-17 10:31:48.000,make-payment,382596,2238.95
2020-02-18 12:09:50.000,open-paystation,428261,0.00
2020-02-18 12:14:33.000,choose-method,428261,0.00
2020-02-18 12:17:31.000,accept-method,428261,0.00
2020-02-18 12:22:14.000,make-payment,428261,1869.78
2020-02-19 13:14:57.000,open-paystation,610577,0.00
2020-02-19 13:19:49.000,choose-method,610577,0.00
2020-02-19 13:21:48.000,accept-method,610577,0.00
